,Quality,ID#1,ID#2,#1 String,#2 String
3120,1,1592037,1592076,"In a statement, Lee said he ""no longer believes that Viacom deliberately intended to trade on my name when naming Spike TV.""","Spike Lee no longer believes that Viacom deliberately intended to trade on his name by calling its own venture ""Spike TV,"" according to a statement read in court Tuesday."
3121,1,2319051,2319099,"The seven other nations in the initiative are Britain, Germany, Italy, the Netherlands, Poland, Portugal and Spain.","Other nations involved in the PSI include Germany, Italy, the Netherlands, Poland, Portugal, Spain and Britain."
3122,1,1653312,1653243,"""Accusations of improper activity are as false today as they were when the Democrats first made them,"" Grella said.","Accusations of improper activity are as false today as when the Democrats first made them."""
3124,1,1257237,1257412,"The Aspen fire had charred more than 12,400 acres by Monday on Mount Lemmon just north of Tucson and more than 250 homes had been destroyed.","The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson, and more than 250 homes have been destroyed."
3126,1,666384,666485,"The court on Monday reversed the decision of that court, the 9th U.S. Circuit Court of Appeals.","The court today reversed the decision of that court, the United States Court of Appeals for the Ninth Circuit."
3127,1,838787,838830,"In 1999, Mauritania became only the third Arab League state to establish full diplomatic relations with the Jewish state.",It is one of only three states in the Arab League to hold full diplomatic relations with Israel.
3128,1,1196004,1196099,"Just across a river, St. Joseph has trendy restaurants, boutiques, offices and a picturesque beachfront.","Less than a mile away, across a river, St. Joseph features trendy restaurants, boutiques, offices and a picturesque beach front."
3129,1,2340480,2340449,"That client component, the Microsoft Windows Rights Management Client 1.0, is what Microsoft posted for free download Tuesday.","Microsoft released Windows Rights Management Client 1.0, the first software client, for free download earlier this week."
3130,1,2020252,2020081,"The worm attacks Windows computers via a hole in the operating system, an issue Microsoft on July 16 had warned about.","The worm attacks Windows computers via a hole in the operating system, which Microsoft warned of 16 July."
3131,1,1799157,1799761,"But in Palestine, her rural neighbourhood 225 miles west of Washington, residents had nothing but praise for Pte Lynch.","In Palestine, a rural neighborhood 225 miles west of Washington, residents had effusive praise for Lynch."
3132,1,1387945,1388069,"Justices Stephen Breyer, Sandra Day O'Connor and Anthony Kennedy disagreed.","Justices Anthony Kennedy, Sandra Day O'Connor and Stephen Breyer dissented."
3133,1,2965237,2965069,"Cool, moist air moved into Colorado early Thursday and brought precipitation to two wind-whipped wildfires that had forced thousands to flee and threatened several hundred homes.","Cool, moist air moved into Colorado overnight, raising hopes for firefighters battling two wind-whipped wildfires that forced thousands to flee and threatened hundreds of homes."
3134,1,347274,347378,"The latest outbreak seems to have begun with one of the female patients, a transfer from Jen Chi Hospital in Taipei.","The outbreak seems to have begun with one of the roommates, a transfer from Taipei's Jen Chi Hospital."
3135,1,1724409,1724310,Its second-quarter earnings per share of 22 cents was slightly better than analysts' estimates of 19 cents a share and more than double its prediction in April.,But an earnings per share of 22 cents was slightly better than analysts' estimates of 19 cents a share and more than double what Ford had predicted in April.
3136,1,1641154,1641055,"The board's final report, expected in late August, will stop short of assigning individual blame for the Columbia accident that killed seven astronauts, Gehman said.","The board's final report, which is expected in late August, will stop short of assigning individual blame for the accident ."
3137,1,2840953,2840899,"Treasury prices rose slightly, sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday.","Treasury prices gained for the third day in a row, pushing the 10-year note yield down to 4.35 percent from 4.36 percent late Monday."
3139,1,2000409,2000365,Microsoft acquired Virtual PC when it bought the assets of Connectix earlier this year.,"Microsoft acquired Virtual PC from its developer, Connectix, earlier this year."
3143,1,2090590,2090456,"Earlier, he told France Inter-Radio, ""I think we can now qualify what is happening as a genuine epidemic.""","""I think we can now qualify what is happening as a genuine epidemic,"" Health Minister Jean-Francois Mattei said on France Inter radio."
3146,1,1983258,1983180,"Hines died of cancer Saturday in Los Angeles, publicist Allen Eichhorn said Sunday.","Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said."
3147,1,2475319,2475452,"Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland, which made high-performance graphics computers.","Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers."
3148,1,1628189,1628166,"He said there was no indication, so far, that Gehring used his card for hotels, motels or other overnight stops.","There is no indication, so far, that Gehring used his card at any motel or overnight lodging, he said."
3152,1,1723480,1723289,"He listed LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line as toys that were stealing market share.","LeapFrog Enterprises' LF.N LeapPad books, Hasbro Inc.'s HAS.N Beyblade starter set, and MGA Entertainment's Bratz doll line all were stealing market share, he said."
3153,1,1186754,1187056,"Amazon.com shipped out more than a million copies of the new book, making Saturday the largest distribution day of a single item in e-commerce history.","Amazon.com shipped more than a million copies by Saturday afternoon, making Saturday the largest distribution day of a single item in e-commerce history."
3154,1,2129589,2129472,Bush said that he ordered the Treasury Department to freeze the assets after the suicide bombing in Jerusalem that killed 20 people Tuesday.,"Bush said in a statement that he ordered the U.S. Treasury Department to act following Tuesday's suicide bombing attack in Jerusalem, which killed 20 people."
3155,1,2842562,2842582,The show's closure affected third-quarter earnings per share by a penny.,The company said this impacted earnings by a penny a share.
3156,1,2617726,2618287,"""A lot of these are made-up stories,"" Schwarzenegger told NBC television.","""Well, first of all, a lot of these are made up stories,"" Mr. Schwarzenegger said."
3159,1,655516,655401,"The global death toll approached 770 with more than 8,300 people sickened since the SARS virus first appeared in southern China in November.",The global death toll is 770 with more than 8300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.
3160,1,2530067,2530487,"Chances were, he said more than a week ago, he would see people who year after year pick the same place to sit.","Chances are, he will see people who year after year pick the same place to sit."
3162,1,69687,69610,"Compared with the same quarter last year, Cisco earned $729 million, or 10 cents a share, on revenue of $4.82 billion.","Cisco reported earnings of $987 million, or 14 cents a share, on revenue of $4.62 billion for the quarter ending in April."
3163,1,2852505,2852372,"He adds: ""She started beating me with her hands about the head until I ran into the other room.""","""She started beating me with her hands about the head until I ran into the other room,"" Mr Gest says of one incident."
3164,1,2029542,2029603,"In the interview, Janet Racicot said she heard the thud from the kitchen, where she was getting a glass of water early Saturday morning.","Janet Racicot heard the thud from the kitchen, where she was getting a glass of water, she said in an interview Tuesday."
3166,1,3200940,3201393,"Jackson, 45, posted a $3 million bond and returned to Las Vegas, where he is filming a music video.","After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video."
3168,1,667124,666899,"""We make no apologies for finding every legal way possible to protect the American public from further terrorist attacks,"" she said.","""We make no apologies for finding every legal way possible to protect the American public from further terrorist attack,"" said Barbara Comstock, Justice Department spokeswoman."
3169,1,2213910,2214019,"The intelligence service, headed by Fujimori's spy chief, Vladimiro Montesinos, was accused of torture, drug trafficking and disappearances.","The head of the intelligence service under Mr. Fujimori, Vladimiro Montesinos, was accused of tortures and disappearances."
3171,1,404585,404787,"Mr. Soros branded Mr. Snow's policy shift a ""mistake.""","Soros criticised Snow's policy shift as a ""mistake""."
3172,1,1268437,1268577,The Federal Open Market Committee meeting gets under way on Tuesday with a monetary policy decision due on Wednesday.,The Federal Open Market Committee will end its two-day policy-setting meeting and announce its decision on Wednesday.
3174,1,3407279,3407314,"Rashidi Ahmad, 33, was found dead in his pickup truck after it crashed into a building at Lincolnshire and Williamsborough drives, near Franklin Boulevard.","Sheriff's deputies found Ahmad in his truck after it crashed into a building at Lincolnshire and Williamsborough drives, just south of the Sacramento city limits along Franklin Boulevard."
3176,1,231001,231030,Both Mr Blair and Foreign Secretary Jack Straw have denied that Britain had reneged on plans to involve the UN in the reconstruction of Iraq.,"Mr Blair and the Foreign Secretary, Jack Straw, have denied Ms Short's claims that Britain has reneged on plans to involve the UN in the reconstruction of Iraq."
3177,1,1393764,1393984,It's been a busy couple of days for security gurus assigned to keep their companies safe and sound.,It's been a busy couple of days for enterprise security gurus tasked with the job of keeping their companies safe and sound.
3180,1,3438092,3438142,"The government has chosen three companies to develop plans to protect commercial aircraft from shoulder-fired missile attacks, homeland security officials announced Tuesday.",The Department of Homeland Security announced Tuesday that it has selected three companies to continue research into ways to thwart shoulder-fired missile attacks on U.S. commercial aircraft.
3181,1,1466129,1466006,Vivendi argues the agreement had not been approved by the board and that the payoff was inappropriate given the state of Vivendi's finances when new CEO Jean-Rene Fourtou took over.,Vivendi argues the agreement was not approved by its board and that the payoff was inappropriate given the state of Vivendi's finances at the time.
3182,1,2923681,2923670,"Two Americans killed in a recent ambush in Afghanistan were contract employees of the CIA, the agency said Tuesday.","Two CIA operatives have been killed in an ambush in Afghanistan, the CIA said yesterday."
3184,1,2530671,2530542,Gov. Bob Riley proposed the budget cuts after Alabama voters rejected his $1.2 billion tax plan Sept. 9.,"After Alabama voters rejected his $1.2 billion tax plan Sept. 9, Riley forecast significant cuts in state programs."
3185,1,3445922,3445856,"Over the weekend, NASA landed a six-wheeled robot on Mars to study the planet.","Last Saturday, a six-wheeled robot developed by NASA landed on Mars and began sending back images of the planet."
3186,1,539640,539371,"Mr Charlton was in the third aisle when a man in a brown suit raced past him with his hands in the air, armed with the stakes.","He said a man in the seventh row in a ""brown suit raced past me with his hands raised in the air"" armed with sharp stakes."
3187,1,1536566,1536602,"On Wednesday, Judge Pollack dismissed another case, this one against Merrill Lynch investors in the firm's Global Technology Fund.","On Wednesday, Judge Pollack dismissed a similar class-action lawsuit filed by investors who lost money in Merrill's Global Technology fund."
3189,1,758335,758269,"Congress twice passed partial birth bans, but former President Bill Clinton (news - web sites), citing the need for a health exception, vetoed both measures.","Congress passed the measure twice and President Bill Clinton (news - web sites), citing the lack of a health exception, vetoed it."
3190,1,1307707,1307622,The Syrian government has said nothing in public about the raid.,The Syrian government has had no public reaction to the clash.
3191,1,2483416,2483366,"Hackett and Rossignol did not know each other and Hackett had no connection to Colby, Doyle said.","State police Lt. Timothy Doyle said Hackett and Rossignol did not know each other, and that Hackett had no connection to the college."
3192,1,2679225,2679025,"At another point, Mr. Bush said: ""The choice was up to the dictator, and he chose poorly.","""The choice was up to the dictator and he chose poorly,"" Mr Bush said."
3193,1,219064,218969,"""It is probably not the easiest time to come in and take over the shuttle program, but then again, I look forward to the challenge,"" he said.","""It's probably not the easiest time to come in and take over the shuttle program, but I look forward to the challenge,"" Parsons told reporters at NASA headquarters."
3194,1,2286593,2286504,"Two hours earlier, they had recovered the body of Melissa Rogers, 33, of Liberty, Mo.","Just before dawn Tuesday, searchers found the body of Melissa Rogers, 33, of Liberty, Mo."
3196,1,2527952,2527760,"Median household income declined 1.1 percent between 2001 and 2002 to $42,409.","The median household earned income fell $500 over the same period to $42,400."
3197,1,2082070,2081886,"President Bush called the blackout ""a wake-up call"" for Americans about the nation's outdated power grid.","President George Bush called the blackout ""a wake-up call"" to modernise the nation's power-sharing system."
3198,1,3153783,3153726,"Eugene Uhl followed his father and grandfather into the military, his mother said.",She said her son followed his father and grandfather into the military.
3199,1,2380521,2380281,"The main change, said Jim Walton, CNN's president, is a fundamental shift in the way CNN collects its news.","The main change, said CNN president Jim Walton, was a fundamental shift in the way the network collected its news."
3200,1,1809381,1809368,"The federal government intends to introduce legislation later this year that will ban unsolicited commercial e-mail, the Minister for Communications and Information Technology, Senator Richard Alston announced today.","Australia will introduce legislation later this year to ban spam, the Minister for Communications, Information Technology and the Arts, Senator Richard Alston, announced today."
3201,1,2635271,2635090,Legal experts said the case may mark the first time a parent has been convicted of contributing to a child's suicide.,Experts said the case marks one of the first times in which a parent was charged with contributing to a child's suicide.
3202,1,3064953,3064992,Five 17-year-olds have been charged with robbery and impersonating a police officer.,All five suspects were charged with robbery and criminal impersonation of a police officer.
3203,1,578185,578532,Doctors have speculated that estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.
3204,1,2608381,2608419,They fear the treatment would leave 12-year-old Parker Jensen sterile and stunt his growth.,The Jensens have said they fear the treatment would stunt Parker's growth and leave him sterile.
3205,1,2637178,2637350,"No charges have been filed in those deaths, but prosecutor David Lupas said authorities were making progress in the case.","No charges have been filed in those deaths, but Luzerne County District Attorney David Lupas said authorities were ""continuing to make significant progress"" in the case."
3207,1,2694821,2694682,"""You know I have always tried to be honest with you and open about my life,"" Limbaugh, 52, said during a stunning admission aired nationwide.","""You know I have always tried to be honest with you and open about my life,"" Limbaugh said Friday on his program."
3208,1,3034432,3034387,"The Turkish troops also could be targets for attack, the ambassador acknowledged.","Turkish troops almost surely would become targets for terrorists, the ambassador said."
3211,1,2224622,2224687,"The indictment ``strikes at one of the very top targets in the drug trafficking world,'' said U.S. Attorney Marcos Jimenez.","The newly unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at one of the very top targets in the drug-trafficking world,"" Jiménez said."
3213,1,2204550,2204582,"Microsoft presented several options at the meeting, the consortium said in the statement.","Microsoft officials presented ""several options"" it is considering, the W3C posting said."
3214,1,1428181,1428275,"About 25 governments have signed in the last four months, about half of those in the last three weeks.","According to the State Department list, about 25 nations have signed bilateral agreements in the past four months, about half in the past three weeks."
3215,1,2439719,2439791,"""The committee will define the role of the interim chairman and recommend an individual to fill that role,"" said lead director H. Carl McCall in a statement.","""The committee will define the role of the interim chairman and recommend an individual to fill that role,"" said Carl McCall, the lead director of the NYSE board."
3217,1,3270885,3270862,"Some 55 gang members and associates were arrested in a coordinated sweep across the West on Wednesday, some for charges not related to the casino brawl.","About 57 gang members and associates were arrested across the West on Wednesday, some on charges not related to the casino brawl."
3220,1,3258665,3258734,Former Secretary of State Bill Jones has also expressed interest in the race but has not yet announced plans.,"Former Secretary of State Bill Jones, another potential major candidate, had not divulged his plans Tuesday."
3223,1,651796,651731,Johnsons site is www.katyjohnson .com. Maxs is www.tuckermax.com.,Ms. Johnson's site is www.katyjohnson .com. Mr. Max's is www.tuckermax.com.
3225,1,166426,166354,"Trade deals between manufacturers and grocery retailers or distributors have long been governed by complicated contracts that offer retailers discounts, money for advertising or payments for prominent shelf space.","Manufacturers and grocers or distributors have a long history of complicated contracts offering retailers discounts, money for advertising or payments for prominent shelf space."
3226,1,1095653,1095781,"Based on the history and success of The Winston in Charlotte, I believe theres no place but Lowes Motor Speedway that can do it justice.","""Based on the history and success of The Winston in Charlotte, I believe there's no place but Lowe's Motor Speedway that can do it justice."""
3227,1,2797254,2797312,It was the first speech by a US president to a joint session of the Philippines Congress since 1960.,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960.
3228,1,1013480,1013210,We think they have the right to choose.,"""We think PeopleSoft customers deserve the right to choose,"" Ellison said."
3229,1,1927422,1927553,"Pressed for details, Mr Warner said: ""All six of them are dead, we were told by Harold and his group"".","""All six of them are dead, we were told by Harold and his group,"" Warner said."
3230,1,2352216,2351995,Both rebels and government forces have been accused of pillaging villages in Liberia's countryside despite the peace agreement.,"Both rebels and government forces, including those loyald to Taylor, have been accused of pillaging villages in Liberia's countryside despite a peace deal."
3231,1,171788,171546,"He worked out how to get through the bone with his cheap ""multitool""-type knife, made duller from futile attempts to scratch away at the rock.","He worked out how to get through the bone with his ``multi-tool''-type knife, made duller by futile attempts to chip away at the rock."
3233,1,2522124,2522202,"The juvenile arrested yesterday allegedly authored a variant of the worm known as ""RPCSDBOT.""","The variant the juvenile allegedly created was known as ""RPCSDBOT."""
3234,1,1027516,1027116,"""I believe it is my duty to not only represent Australia but the people of the world as one as a stance against terrorism,"" he replied.","""I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism. """
3235,1,986927,986603,"A draft statement, obtained by Reuters on Friday, stopped short of endorsing the U.S. charge but said some aspects of Iran's programme raised ""serious concern"".","The EU statement stopped short of endorsing the U.S. charge that Tehran is seeking nuclear weapons but said some aspects of Iran's programme raised ""serious concern""."
3241,1,1789130,1789041,"SCO intends to provide them with choices to help them run Linux in a legal and fully paid-for way, he said.","We intend to provide them with choices to help them run Linux in a legal and fully-paid for way."""
3242,1,1684216,1684179,Bush said the United States was reviewing documents and interviewing Iraqis in an intensive effort to support the still unproven claim that Saddam had forbidden weapons.,Bush said the United States was reviewing documents and interviewing Iraqis in an effort to support the administration's still unproven claim that Saddam Hussein had weapons of mass destruction.
3243,1,2643264,2643170,"South Asia follows, with 1.1 millions youths infected — 62 percent of them female.","Of the 1.1 million infected in south Asia, 62% are female."
3244,1,2854480,2854525,Researchers have identified roughly 130 genes on chromosome six that may predispose humans to certain diseases.,Beck and his team have identified roughly 130 genes that somehow cause or predispose humans to certain diseases.
3245,1,839301,839710,"Palestinian Prime Minister Mahmoud Abbas told Palestinian Satellite TV the helicopter strike was a ""terrorist attack.""","Palestinian Prime Minister Mahmoud Abbas denounced the helicopter strike as a ""criminal and terrorist"" Israeli attack."
3247,1,3089073,3089213,"This is what Dr. Dean said: ""I still want to be the candidate for guys with Confederate flags in their pickup trucks.","He told the Register: ""I still want to be the candidate for guys with Confederate flags in their pickup trucks."""
3248,1,3444661,3444792,A picture of the doctor's son holding the guitar appeared in the National Enquirer just two weeks after George died.,A photograph of the doctor's son holding the guitar appeared in the National Enquirer two weeks after Harrison's death.
3249,1,1534078,1533998,Mayor Mike Bloomberg weighs in former football star William 'The Refrigerator' Perry for the 88th annual Nathan's Famous Fourth of July Hot Dog Eating Contest.,Ex-Bears star William 'the Refrigerator' Perry competes in the Nathan's Famous Fourth of July Hot Dog Eating Contest Friday.
3250,1,587502,587614,Stocks had surged on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence.,Wall Street enjoyed a hefty rally on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence.
3252,1,1754660,1754722,A senior Administration official who briefed journalists on Friday said neither Mr Bush nor National Security Adviser Condoleezza Rice read the estimate in its entirety.,The senior administration official said neither Bush nor National Security Adviser Condoleezza Rice read the entire National Intelligence Estimate.
3256,1,559424,559879,"You have to dig deep and come up with the goods against guys who are out there competing with you.""",You have to dig deep and come up with the goods against guys that are out there competing with the best of us.
3257,1,2727213,2727379,The consensus estimate of analysts polled by Thomson First Call called for a profit of $1.70 per share.,"Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share."
3261,1,271891,271839,"Sony said the PSP would also feature a 4.5-inch LCD screen, Memory Stick expansion slots.",It also features a 4.5 in back-lit LCD screen and memory expansion facilities.
3264,1,1598662,1598729,The artists say the plan will harm French culture and punish those who need help most--performers who have a hard time lining up work.,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.
3266,1,3067866,3067845,"Sharon says he is willing to free the two as holding them will not bring back Arad, who Israel believes is held by Iran.","Sharon has said he is willing to free Dirani and Obeid because holding them will not bring back Arad, who Israel believes is held by Iran."
3267,1,1098141,1097919,PeopleSoft also said it expects the acquisition to close in the third calendar quarter of 2003.,PeopleSoft said the JD Edwards acquisition would close in the third quarter.
3268,1,173827,173719,The dollar was also helped by concerns about possible yen- selling intervention by Japanese authorities.,The dollar was helped on Friday by talk of yen-selling intervention by Japanese authorities on Thursday and Friday.
3272,1,607207,607083,"Despite such optimism, Taiwan's SARS crisis threatened to whirl out of control this month.","Despite such optimism, Taiwan's SARS crisis threatened to whirl out of control in the last week of May."
3273,1,167471,167369,"Baer said he had concluded that lawyers for the two victims ""have shown, albeit barely . . . that Iraq provided material support to bin Laden and al-Qaida.""","Judge Harold Baer concluded Wednesday that lawyers for two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaida."""
3274,1,2658336,2658427,He'll present his proposals to the state Legislature in January.,The governor will present his budget proposals to the General Assembly in January.
3275,1,2049267,2049335,"Washington is wary of involvement, given its commitments in Afghanistan and Iraq.",The United States is wary of deep involvement in Liberia given commitments in Afghanistan and Iraq.
3276,1,2490925,2490771,But U.S. District Judge Joseph DiClerico denied their request in a brief ruling.,"In a brief ruling, US District Judge Joseph A. DiClerico Jr. denied their motion for an injunction."
3279,1,1048624,1048761,Belcher said the airport's conference room became a shelter for several area families who had hiked up wooded hillsides in advance of rising water.,Belcher said the airport's conference room was serving as a makeshift shelter for several area families who hiked up the wooded hillside in advance of rising water.
3280,1,3154866,3154978,A 1991 Florida straw poll helped catapult a little-known Bill Clinton to national prominence.,"A similar Florida straw poll in 1991 brought attention to Bill Clinton, according to Democrats."
3282,1,1934033,1933985,"""Our own history should remind us that the union of democratic principle and practice is always a work in progress,"" Rice said in reference to Iraq.","""Our own histories should remind us that the union of democratic principle and practice is always a work in progress,"" she said."
3283,1,2045542,2045082,"He was charged with attempting to provide material support and resources to terrorists, and dealing arms without a licence.","Lakhani, 68, is charged with attempting to provide material support and resources to terrorists and acting as an arms broker without a license."
3285,1,666915,667358,"However, prosecutors have declined to take criminal action against guards, though Fine said his inquiry is not finished.","Prosecutors have declined to take criminal action against corrections officers, although Fine said his inquiry was not finished."
3286,1,1404480,1404314,"About 18 percent of men taking finasteride developed prostate cancer, compared with 24 percent on placebo.","They found that 6.4 percent of men on finasteride had high-grade tumors, compared to 5.1 percent taking a placebo."
3287,1,987501,987609,"Justices said that the Constitution allows the government to administer drugs only ""in limited circumstances.""","In a 6-3 ruling, the justices said such anti-psychotic drugs can be used only in ""limited circumstances."""
3288,1,1748331,1748343,Dr. Greg Robinson -- an AIDS patient -- left Health Canada's advisory committee because of inconsistencies in pot access.,"Greg Robinson, a doctor who has AIDS, resigned from Health Canada's advisory committee because of what he described as inconsistencies in the access program."
3289,1,886904,887158,"Some of the company's software developers will join Microsoft, but details haven't been finalized, said Mike Nash, corporate vice president of Microsoft's security business unit.","Some of the companys software developers will join Microsoft, but details havent been finalized, said Mike Nash, corporate vice president of Microsofts security business unit."
3290,1,650062,650095,"The Dow Jones industrials briefly surpassed the 9,000 mark for the first time since December.""","The Dow Jones industrials climbed more than 140 points to above the 9,000 mark for the first time since December."
3292,1,2209112,2209391,"The league said it is not taking a position on whether Governor Gray Davis should be recalled in the Oct. 7 voting, and will not endorse a replacement candidate.",The group said it is not taking a position on whether Davis should be recalled and will not endorse a replacement candidate.
3293,1,139442,139370,"In 1999, NIST found, the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.",The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
3294,1,2469444,2469659,"Mr Annan said terrorism ""will only be defeated if we act to solve the political disputes and long-standing conflicts which generate support for it"".","Annan said terrorism would only be defeated ""if we act to solve the longstanding conflicts which generate support for it."""
3297,1,2889197,2889176,"""He did a bad job going up there,"" Mr. Villalona said.","Villalona put it more bluntly: ``He did a bad job going up there,'' he said."
3299,1,1319170,1319473,"The German financial regulator, BaFin, may prove critical of WestLB's risk assessment.","An investigation by BaFin, the German financial regulator, has condemned the bank's risk controls."
3301,1,868100,868040,An Associated Press report is included.,Material from the Associated Press supplemented this report.
3303,1,2725648,2725720,"Nor has it said how many astronauts will be on board, through there reportedly will be between one and three.","Nor has it said how many astronauts will be on board, through there reportedly could be as many as three."
3305,1,842309,842484,"Radio reports said hundreds of settlers converged on the four outposts overnight, hoping to disrupt their evacuation.","Army Radio reported early today that hundreds of settlers converged on four outposts overnight, hoping to disrupt their evacuation."
3306,1,2357993,2357953,"""They will feel themselves to be deceived and they may well dismiss legitimate evidence of the risks of this and other drugs in the future.","They will feel themselves to be deceived and they may well dismiss legitimate evidence for the dangers and risks of this and other drugs in the future."""
3307,1,2119782,2119685,"The computers were reportedly located in the U.S., Canada and South Korea.","The PCs are scattered across the United States, Canada and South Korea."
3308,1,2725674,2725751,"He said the space program is developing antisatellite weapons and robotic space weapons, but said he did not think that the Shenzhou V had military applications.","He said he did not think that the Shenzhou V launch had military applications, even though the space program is developing antisatellite weapons and robotic space weapons."
3309,1,767089,767056,The leased applications are designed to help sales people track customer accounts and sales leads.,Salesforce.com rents software that helps corporate sales people track customer accounts and sales leads.
3310,1,2057020,2056955,And although he has acted in period dramas before in screen versions of Jane Austens Persuasion and Charlotte Brontes Jane Eyre Henchard is a breed apart.,"And although he has acted in period dramas before - in screen versions of Jane Austen's ""Persuasion"" and Charlotte Bronte's ""Jane Eyre"" - Henchard is a breed apart."
3311,1,2482633,2482523,"US District Judge William M. Hoeveler's removal by his superior was a victory for US Sugar Corp., which led the fight for his ouster.","U.S. District Judge William M. Hoeveler's removal by his superior was a victory for U.S. Sugar Corp., which led the fight against Hoeveler."
3313,1,2240399,2240149,"Cintas is battling efforts to unionize 17,000 of its workers and to let unions organize the workers by signing cards, rather than by a lengthy election process.","Cintas is battling efforts to unionize 17,000 of its workers and labor's demands to let its workers organize by signing cards, rather than by a lengthy election process."
3315,1,2770134,2770265,The justices declined without comment to review the ruling that upheld physicians' rights to speak freely with their patients.,The justices declined without comment to review a lower-court ruling that said doctors should be able to speak frankly with their patients.
3316,1,805457,805985,"The opposition would resort to rolling mass action ""at strategic times of our choice and without warning to the dictatorship,"" he said.","""From now onwards we will embark on rolling mass action at strategic times of our choice and without any warning to the dictatorship,"" he said."
3317,1,3282609,3282552,"It has also been revealed the boy's family filed two other abuse-related lawsuits in the past, winning a $165,000 settlement in one case.","It has also been revealed that the boy’s family has launched two other abuse-related lawsuits in the past, winning a £90,000 settlement in one case."
3318,1,1643570,1643198,"Dr Blix said: ""I don't know exactly how they calculated this figure.","Mr Blix said: ""I don't know exactly how they calculated this figure of 45 minutes in the dossier."
3319,1,2896308,2896334,Federal Agriculture Minister Warren Truss said the Government still did not know the real reason the sheep were rejected at the Saudi port of Jeddah on August 21.,He said the Government still did not know the real reason the original Saudi buyer pulled out on August 21.
3322,1,243838,243710,"Mitchell, Man of La Mancha, Malcolm Gets from Amour and John Selya, Movin' Out, complete the field.","Brian Stokes Mitchell, who stars in a revival of Man of La Mancha, Malcolm Gets from Amour and John Selya of Movin Out fill out the category."
3323,1,2110775,2110924,"Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said that scenario is one among many that investigators are considering.","Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario."
3324,1,521939,521928,"But White House spokesman Ari Fleischer said yesterday: ""The steps the Iranians claim to have taken in terms of capturing al-Qa'ida are insufficient.""","""The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient."
3325,1,1357059,1357100,"The Smyrna Nissan plant was recently named the most productive automotive manufacturing site in North America, said Kisber.","Last week, a national study ranked Nissan's Smyrna plant the most productive in North America."
3327,1,3009743,3009639,"Drewes and a friend were playing a game of ""ding-dong-ditch"" -- ringing doorbells and running away -- in the Woodbury neighborhood in suburban Boca Raton.","Drewes and his friend were pulling a mischievous, late-night game of ""ding-dong-ditch"" knocking on doors or ringing doorbells and running in the Woodbury neighborhood in suburban Boca Raton."
3328,1,724060,723590,Advertising and circulation revenues from the flagship Martha Stewart Living magazine have declined.,Advertising and circulation revenues for Martha Stewart Living magazine have taken a hit.
3329,1,2396679,2396818,"That risk, described as minor, remains ""the predominant concern for the foreseeable future,"" the statement released after the Fed meeting said.","""The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future,"" the policy-setting Federal Open Market Committee said."
3330,1,413097,413107,"But right now it looks manageable,"" Gehman told reporters.","Right now it looks to me like it's going to be manageable,"" he said."
3332,1,2916184,2916154,"Russian Yuri Malenchenko, American Edward Lu and Pedro Duque of Spain landed in their Soyuz TMA-2 capsule at 0240 GMT.","Russian Yuri Malenchenko, American Edward Lu and Spain's Pedro Duque came down in their Soyuz TMA-2 capsule at 2:40 a.m. GMT."
3334,1,3093470,3093389,"Fasting glucose was 142 mg/dL on average for those given usual care, compared with 129 mg/dL in the group given specialized care (P < .01).","Fasting glucose, used to measure diabetes risk, was 142 on average for those given usual care compared to 129 in the group given special treatment."
3336,1,3261251,3261222,The remaining five men continue to be questioned under Section 17 of the Terrorism Act.,Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000.
